record_id,date_id,city,country,continent,climate_zone,latitude,longitude,datetime,temperature_2m,temp_fahrenheit,apparent_temperature,feels_like_f,heat_index_c,wind_chill_c,dew_point_2m,relative_humidity_2m,precipitation,rain,snowfall,snow_depth,pressure_msl,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m,shortwave_radiation,et0_fao_evapotranspiration,weather_code,weather_description,weather_category,temp_category,wind_category,precip_intensity,humidity_comfort,radiation_level,time_of_day,comfort_index,temp_anomaly_c,temp_anomaly_std,is_extreme_heat,is_extreme_cold,is_heavy_rain,is_heavy_snow,is_high_wind,is_extreme_event,season,is_weekend,hour,year,month,quarter
W00787073,20241010,Berlin,Germany,Europe,Oceanic,52.52,13.4,2024-10-10 16:00:00,17.1,62.8,13.8,56.8,17.1,17.1,10.6,66,0.1,0.1,0.0,0.0,994.9,24,14.9,251,29.5,305.0,0.19,51,Light Drizzle,Drizzle,Cool,Moderate,Light,Humid,Moderate,Afternoon,72.9,6.07,1.56,0,0,0,0,0,0,Autumn,0,16,2024,10,4
W00597502,20230225,London,UK,Europe,Oceanic,51.51,-0.13,2023-02-25 21:00:00,4.2,39.6,-0.2,31.6,4.2,0.8,-1.0,69,0.0,0.0,0.0,0.0,1020.3,15,9.2,29,16.8,0.0,0.03,0,Clear Sky,Clear,Cold,Breeze,,Humid,Night,Evening,35.5,-1.8,-0.44,0,0,0,0,0,0,Winter,1,21,2023,2,1
W00842676,20210212,Madrid,Spain,Europe,Mediterranean,40.42,-3.7,2021-02-12 11:00:00,10.2,50.4,7.3,45.1,10.2,10.2,8.9,92,0.0,0.0,0.0,0.0,1019.8,13,11.4,259,19.7,126.0,0.05,0,Clear Sky,Clear,Cool,Breeze,,Very Humid,Low,Morning,40.9,2.62,0.57,0,0,0,0,0,0,Winter,0,11,2021,2,1
W00148287,20211130,Chicago,USA,North America,Humid Continental,41.88,-87.63,2021-11-30 14:00:00,8.4,47.1,3.4,38.1,8.4,5.3,1.2,61,0.0,0.0,0.0,0.0,1017.9,0,13.0,273,20.6,429.0,0.17,0,Clear Sky,Clear,Cold,Moderate,,Humid,Moderate,Afternoon,50.2,3.0,0.51,0,0,0,0,0,0,Autumn,0,14,2021,11,4
W00496026,20210730,Mexico City,Mexico,North America,Subtropical Highland,19.43,-99.13,2021-07-30 17:00:00,19.2,66.6,18.8,65.8,19.2,19.2,13.1,68,0.6,0.6,0.0,0.0,1016.7,100,6.0,68,14.3,386.0,0.26,53,Moderate Drizzle,Drizzle,Cool,Breeze,Light,Humid,Moderate,Afternoon,82.6,1.97,0.53,0,0,0,0,0,0,Summer,0,17,2021,7,3
W00185175,20160214,Houston,USA,North America,Humid Subtropical,29.76,-95.37,2016-02-14 14:00:00,22.2,72.0,19.1,66.4,22.2,22.2,12.4,54,0.0,0.0,0.0,0.0,1015.2,100,16.3,193,31.1,437.0,0.35,3,Overcast,Cloudy,Warm,Moderate,,Humid,Moderate,Afternoon,86.2,8.14,1.22,0,0,0,0,0,0,Winter,1,14,2016,2,1
W00442623,20150627,Mexico City,Mexico,North America,Subtropical Highland,19.43,-99.13,2015-06-27 14:00:00,21.3,70.3,21.2,70.2,21.3,21.3,12.0,56,0.0,0.0,0.0,0.0,1016.3,43,6.0,15,13.9,674.0,0.47,1,Mainly Clear,Cloudy,Warm,Breeze,,Humid,High,Afternoon,93.1,2.61,0.55,0,0,0,0,0,0,Summer,1,14,2015,6,2
W00802454,20160712,Madrid,Spain,Europe,Mediterranean,40.42,-3.7,2016-07-12 13:00:00,28.6,83.5,29.0,84.2,27.5,28.6,8.5,28,0.0,0.0,0.0,0.0,1013.6,0,4.4,319,15.4,854.0,0.63,0,Clear Sky,Clear,Warm,Calm,,Dry,Intense,Afternoon,75.0,0.95,0.17,0,0,0,0,0,0,Summer,0,13,2016,7,3
W00102094,20160823,Chicago,USA,North America,Humid Continental,41.88,-87.63,2016-08-23 21:00:00,22.9,73.2,22.7,72.9,22.9,22.9,16.6,68,0.0,0.0,0.0,0.0,1019.3,100,11.1,165,19.2,0.0,0.07,3,Overcast,Cloudy,Warm,Breeze,,Humid,Night,Evening,79.8,0.34,0.09,0,0,0,0,0,0,Summer,0,21,2016,8,3
W00133465,20200323,Chicago,USA,North America,Humid Continental,41.88,-87.63,2020-03-23 00:00:00,0.8,33.4,-2.7,27.1,0.8,-2.0,-0.2,93,0.3,0.0,0.21,0.02,1024.1,99,5.3,123,9.4,0.0,0.0,73,Moderate Snow,Snow,Cold,Breeze,Light,Very Humid,Night,Night,15.3,-2.47,-0.43,0,0,0,0,0,0,Spring,0,0,2020,3,1
W00917330,20190820,Berlin,Germany,Europe,Oceanic,52.52,13.4,2019-08-20 01:00:00,22.3,72.1,22.3,72.1,22.3,22.3,10.6,42,0.0,0.0,0.0,0.0,1005.7,68,7.2,70,13.7,85.5,0.17,0,Clear Sky,Clear,Warm,Breeze,,Comfortable,Low,Night,92.5,1.66,0.34,0,0,0,0,0,0,Summer,0,1,2019,8,3
W00289838,20180122,Phoenix,USA,North America,Desert,33.45,-112.07,2018-01-22 13:00:00,13.8,56.8,10.2,50.4,13.8,13.8,-10.3,18,0.0,0.0,0.0,0.0,1022.5,82,2.8,331,10.7,606.0,0.32,3,Overcast,Cloudy,Cool,Calm,,Dry,High,Afternoon,77.0,2.23,0.41,0,0,0,0,0,0,Winter,0,13,2018,1,1
W00345039,20240510,Phoenix,USA,North America,Desert,33.45,-112.07,2024-05-10 14:00:00,31.8,89.2,29.3,84.7,29.7,31.8,-8.4,7,0.0,0.0,0.0,0.0,1008.7,0,7.0,261,15.7,963.0,0.77,0,Clear Sky,Clear,Hot,Breeze,,Dry,Intense,Afternoon,64.1,4.36,0.72,0,0,0,0,0,0,Spring,0,14,2024,5,2
W00243024,20220920,Houston,USA,North America,Humid Subtropical,29.76,-95.37,2022-09-20 23:00:00,26.2,79.2,30.9,87.6,26.2,26.2,23.8,86,0.0,0.0,0.0,0.0,1015.6,0,5.8,196,10.7,0.0,0.01,0,Clear Sky,Clear,Warm,Breeze,,Very Humid,Night,Evening,63.5,0.2,0.05,0,0,0,0,0,0,Autumn,0,23,2022,9,3
W00455731,20161224,Mexico City,Mexico,North America,Subtropical Highland,19.43,-99.13,2016-12-24 18:00:00,18.7,65.7,16.7,62.1,18.7,18.7,5.9,43,0.0,0.0,0.0,0.0,1013.0,25,4.1,221,6.5,79.0,0.07,1,Mainly Clear,Cloudy,Cool,Calm,,Comfortable,Low,Evening,91.0,4.71,0.86,0,0,0,0,0,0,Winter,1,18,2016,12,4
W00540629,20160831,London,UK,Europe,Oceanic,51.51,-0.13,2016-08-31 04:00:00,12.0,53.6,11.3,52.3,12.0,12.0,11.3,95,0.0,0.0,0.0,0.0,1020.1,3,4.3,215,7.4,0.0,0.0,0,Clear Sky,Clear,Cool,Calm,,Very Humid,Night,Night,48.4,-6.08,-1.51,0,0,0,0,0,0,Summer,0,4,2016,8,3
W00895157,20170207,Lagos,Nigeria,Africa,Tropical Savanna,6.52,3.38,2017-02-07 04:00:00,9.9,49.8,9.9,49.8,9.9,7.1,3.6,68,0.42,0.42,0.0,0.0,1010.5,0,13.4,248,22.5,476.7,0.95,95,Thunderstorm,Thunderstorm,Cold,Moderate,Light,Humid,Moderate,Night,51.0,1.21,0.23,0,0,0,0,0,0,Winter,0,4,2017,2,1
W00530569,20150709,London,UK,Europe,Oceanic,51.51,-0.13,2015-07-09 00:00:00,15.2,59.4,12.1,53.8,15.2,15.2,6.4,56,0.0,0.0,0.0,0.0,1018.6,58,9.4,303,19.2,0.0,0.07,2,Partly Cloudy,Cloudy,Cool,Breeze,,Humid,Night,Night,74.9,-3.34,-0.8,0,0,0,0,0,0,Summer,0,0,2015,7,3
W00823374,20181201,Madrid,Spain,Europe,Mediterranean,40.42,-3.7,2018-12-01 05:00:00,1.7,35.1,-0.9,30.4,1.7,1.7,0.3,90,0.0,0.0,0.0,0.0,1025.6,89,2.1,18,5.8,0.0,0.0,3,Overcast,Cloudy,Cold,Calm,,Very Humid,Night,Night,21.0,-5.0,-1.32,0,0,0,0,0,0,Winter,1,5,2018,12,4
W00925281,20200716,Madrid,Spain,Europe,Mediterranean,40.42,-3.7,2020-07-16 08:00:00,30.6,87.1,30.6,87.1,37.1,30.6,25.1,72,0.0,0.0,0.0,0.0,1020.1,100,9.9,241,12.9,728.5,1.46,95,Thunderstorm,Thunderstorm,Hot,Breeze,,Very Humid,High,Morning,55.2,2.95,0.53,0,0,0,0,0,0,Summer,0,8,2020,7,3
W00867119,20231127,Madrid,Spain,Europe,Mediterranean,40.42,-3.7,2023-11-27 22:00:00,7.7,45.9,4.5,40.1,7.7,5.0,6.6,92,0.0,0.0,0.0,0.0,1016.8,90,9.8,254,16.3,0.0,0.0,3,Overcast,Cloudy,Cold,Breeze,,Very Humid,Night,Evening,34.2,-1.86,-0.45,0,0,0,0,0,0,Autumn,0,22,2023,11,4
W00817693,20180408,Madrid,Spain,Europe,Mediterranean,40.42,-3.7,2018-04-08 12:00:00,12.4,54.3,8.3,46.9,12.4,12.4,3.0,53,0.0,0.0,0.0,0.0,1008.7,30,11.2,270,21.3,581.0,0.29,1,Mainly Clear,Cloudy,Cool,Breeze,,Humid,High,Afternoon,67.1,-0.94,-0.17,0,0,0,0,0,0,Spring,1,12,2018,4,2
W00758164,20210624,Berlin,Germany,Europe,Oceanic,52.52,13.4,2021-06-24 03:00:00,13.7,56.7,13.3,55.9,13.7,13.7,11.2,85,0.0,0.0,0.0,0.0,1019.9,100,3.4,23,7.4,0.0,0.0,3,Overcast,Cloudy,Cool,Calm,,Very Humid,Night,Night,58.9,-5.87,-1.17,0,0,0,0,0,0,Summer,0,3,2021,6,2
W00997089,20280924,Istanbul,Turkey,Europe,Mediterranean,41.01,28.95,2028-09-24 08:00:00,14.5,58.1,12.5,54.5,14.5,14.5,5.7,56,0.0,0.0,0.0,0.0,1007.8,43,15.4,344,25.1,718.3,1.44,61,Slight Rain,Rain,Cool,Moderate,,Humid,High,Morning,69.8,-0.73,-0.16,0,0,0,0,0,0,Autumn,1,8,2028,9,3
W00636346,20170801,Paris,France,Europe,Oceanic,48.85,2.35,2017-08-01 09:00:00,16.5,61.7,16.5,61.7,16.5,16.5,13.6,83,0.1,0.1,0.0,0.0,1014.6,100,5.0,18,10.5,70.0,0.06,51,Light Drizzle,Drizzle,Cool,Calm,Light,Very Humid,Low,Morning,67.5,-3.86,-0.82,0,0,0,0,0,0,Summer,0,9,2017,8,3
W00231263,20210518,Houston,USA,North America,Humid Subtropical,29.76,-95.37,2021-05-18 22:00:00,22.1,71.8,25.0,77.0,22.1,22.1,21.1,94,11.5,11.5,0.0,0.0,1011.3,100,6.9,119,21.3,0.0,0.0,65,Heavy Rain,Rain,Warm,Breeze,Heavy,Very Humid,Night,Evening,71.2,-2.29,-0.63,0,0,0,0,0,0,Spring,0,22,2021,5,2
W00484208,20200325,Mexico City,Mexico,North America,Subtropical Highland,19.43,-99.13,2020-03-25 07:00:00,11.5,52.7,8.3,46.9,11.5,11.5,-0.1,45,0.0,0.0,0.0,0.0,1017.6,0,4.5,27,6.3,8.0,0.03,0,Clear Sky,Clear,Cool,Calm,,Comfortable,Low,Morning,69.2,-6.18,-1.03,0,0,0,0,0,0,Spring,0,7,2020,3,1
W00231485,20210528,Houston,USA,North America,Humid Subtropical,29.76,-95.37,2021-05-28 04:00:00,23.1,73.6,26.9,80.4,23.1,23.1,22.6,97,0.0,0.0,0.0,0.0,1013.8,89,6.1,163,10.7,0.0,0.0,3,Overcast,Cloudy,Warm,Breeze,,Very Humid,Night,Night,67.1,-1.29,-0.36,0,0,0,0,0,0,Spring,0,4,2021,5,2
W00129430,20191006,Chicago,USA,North America,Humid Continental,41.88,-87.63,2019-10-06 21:00:00,14.8,58.6,11.6,52.9,14.8,14.8,7.2,61,0.0,0.0,0.0,0.0,1019.8,99,10.5,241,14.8,0.0,0.07,3,Overcast,Cloudy,Cool,Breeze,,Humid,Night,Evening,70.6,2.18,0.39,0,0,0,0,0,0,Autumn,1,21,2019,10,4
W00114583,20180126,Chicago,USA,North America,Humid Continental,41.88,-87.63,2018-01-26 06:00:00,2.8,37.0,-3.0,26.6,2.8,-2.2,-0.8,77,0.0,0.0,0.0,0.01,1023.2,0,14.9,208,21.9,0.0,0.02,0,Clear Sky,Clear,Cold,Moderate,,Very Humid,Night,Morning,24.5,5.9,0.88,0,0,0,0,0,0,Winter,0,6,2018,1,1
W00689726,20230903,Paris,France,Europe,Oceanic,48.85,2.35,2023-09-03 13:00:00,26.8,80.2,29.5,85.1,26.8,26.8,19.1,63,0.0,0.0,0.0,0.0,1025.1,100,6.1,73,14.1,676.0,0.47,3,Overcast,Cloudy,Warm,Breeze,,Humid,High,Afternoon,73.0,9.87,2.11,0,0,0,0,0,0,Autumn,1,13,2023,9,3
W00375062,20171012,Toronto,Canada,North America,Humid Continental,43.65,-79.38,2017-10-12 13:00:00,14.1,57.4,10.1,50.2,14.1,14.1,11.1,82,0.0,0.0,0.0,0.0,1025.9,100,18.6,87,36.5,92.0,0.09,3,Overcast,Cloudy,Cool,Moderate,,Very Humid,Low,Afternoon,54.0,2.36,0.49,0,0,0,0,0,0,Autumn,0,13,2017,10,4
W00618813,20150801,Paris,France,Europe,Oceanic,48.85,2.35,2015-08-01 20:00:00,22.9,73.2,20.6,69.1,22.9,22.9,7.2,36,0.0,0.0,0.0,0.0,1016.4,5,6.7,340,16.1,238.0,0.21,0,Clear Sky,Clear,Warm,Breeze,,Comfortable,Moderate,Evening,91.0,2.54,0.54,0,0,0,0,0,0,Summer,1,20,2015,8,3
W00726108,20171027,Berlin,Germany,Europe,Oceanic,52.52,13.4,2017-10-27 11:00:00,11.1,52.0,6.5,43.7,11.1,11.1,7.7,80,0.1,0.1,0.0,0.0,1014.3,44,16.9,293,29.8,214.0,0.1,51,Light Drizzle,Drizzle,Cool,Moderate,Light,Very Humid,Moderate,Morning,46.8,0.07,0.02,0,0,0,0,0,0,Autumn,0,11,2017,10,4
W00355911,20150806,Toronto,Canada,North America,Humid Continental,43.65,-79.38,2015-08-06 14:00:00,21.1,70.0,22.2,72.0,21.1,21.1,11.7,55,0.0,0.0,0.0,0.0,1015.9,99,3.4,11,12.1,772.0,0.48,3,Overcast,Cloudy,Warm,Calm,,Humid,High,Afternoon,95.5,-0.49,-0.13,0,0,0,0,0,0,Summer,0,14,2015,8,3
W00976860,20260604,Casablanca,Morocco,Africa,Mediterranean,33.59,-7.62,2026-06-04 11:00:00,25.1,77.2,23.1,73.6,25.1,25.1,9.5,22,0.13,0.13,0.0,0.0,1021.0,3,15.9,29,31.3,820.3,1.64,1,Mainly Clear,Cloudy,Warm,Moderate,Light,Dry,Intense,Morning,79.7,-2.12,-0.43,0,0,0,0,0,0,Summer,0,11,2026,6,2
W00475399,20190324,Mexico City,Mexico,North America,Subtropical Highland,19.43,-99.13,2019-03-24 06:00:00,11.6,52.9,9.4,48.9,11.6,11.6,0.8,47,0.0,0.0,0.0,0.0,1021.0,0,0.8,236,4.3,0.0,0.0,0,Clear Sky,Clear,Cool,Calm,,Comfortable,Night,Morning,71.4,-6.08,-1.02,0,0,0,0,0,0,Spring,1,6,2019,3,1
W00010407,20160309,New York,USA,North America,Humid Continental,40.71,-74.01,2016-03-09 14:00:00,21.4,70.5,21.3,70.3,21.4,21.4,10.3,49,0.0,0.0,0.0,0.0,1017.6,5,5.3,208,12.5,734.0,0.45,0,Clear Sky,Clear,Warm,Breeze,,Comfortable,High,Afternoon,96.2,16.26,2.74,1,0,0,0,0,1,Spring,0,14,2016,3,1
W00548174,20170711,London,UK,Europe,Oceanic,51.51,-0.13,2017-07-11 13:00:00,17.5,63.5,15.4,59.7,17.5,17.5,13.4,77,0.4,0.4,0.0,0.0,1009.1,100,13.8,216,22.1,136.0,0.13,51,Light Drizzle,Drizzle,Cool,Moderate,Light,Very Humid,Low,Afternoon,69.1,-1.04,-0.25,0,0,0,0,0,0,Summer,0,13,2017,7,3
W00742161,20190827,Berlin,Germany,Europe,Oceanic,52.52,13.4,2019-08-27 08:00:00,22.2,72.0,24.0,75.2,22.2,22.2,18.5,80,0.0,0.0,0.0,0.0,1018.5,14,6.1,94,11.2,130.0,0.09,0,Clear Sky,Clear,Warm,Breeze,,Very Humid,Low,Morning,78.4,1.56,0.32,0,0,0,0,0,0,Summer,0,8,2019,8,3
W00454940,20161121,Mexico City,Mexico,North America,Subtropical Highland,19.43,-99.13,2016-11-21 19:00:00,13.8,56.8,12.7,54.9,13.8,13.8,9.7,76,0.0,0.0,0.0,0.0,1016.8,23,4.5,354,10.7,0.0,0.0,1,Mainly Clear,Cloudy,Cool,Calm,,Very Humid,Night,Evening,63.2,-1.37,-0.26,0,0,0,0,0,0,Autumn,0,19,2016,11,4
W00201824,20180108,Houston,USA,North America,Humid Subtropical,29.76,-95.37,2018-01-08 07:00:00,13.1,55.6,11.2,52.2,13.1,13.1,12.2,94,0.0,0.0,0.0,0.0,1015.6,100,11.5,321,26.6,0.0,0.0,3,Overcast,Cloudy,Cool,Breeze,,Very Humid,Night,Morning,48.6,1.41,0.23,0,0,0,0,0,0,Winter,0,7,2018,1,1
W00873860,20240903,Madrid,Spain,Europe,Mediterranean,40.42,-3.7,2024-09-03 19:00:00,29.2,84.6,27.5,81.5,28.0,29.2,9.4,29,0.0,0.0,0.0,0.0,1010.1,94,6.5,239,15.4,310.0,0.3,3,Overcast,Cloudy,Warm,Breeze,,Dry,Moderate,Evening,72.2,8.57,1.63,0,0,0,0,0,0,Autumn,0,19,2024,9,3
W00815020,20171218,Madrid,Spain,Europe,Mediterranean,40.42,-3.7,2017-12-18 03:00:00,0.9,33.6,-2.4,27.7,0.9,-1.2,-1.9,82,0.0,0.0,0.0,0.0,1034.9,85,4.1,13,6.9,0.0,0.0,3,Overcast,Cloudy,Cold,Calm,,Very Humid,Night,Night,21.6,-5.8,-1.53,0,0,0,0,0,0,Winter,0,3,2017,12,4
W00192818,20161229,Houston,USA,North America,Humid Subtropical,29.76,-95.37,2016-12-29 01:00:00,19.8,67.6,21.0,69.8,19.8,19.8,19.2,96,0.0,0.0,0.0,0.0,1018.1,86,9.3,224,16.1,0.0,0.0,3,Overcast,Cloudy,Cool,Breeze,,Very Humid,Night,Night,68.8,5.67,0.9,0,0,0,0,0,0,Winter,0,1,2016,12,4
W00221540,20200408,Houston,USA,North America,Humid Subtropical,29.76,-95.37,2020-04-08 19:00:00,27.9,82.2,32.9,91.2,31.7,27.9,24.0,79,0.0,0.0,0.0,0.0,1009.9,92,4.8,193,8.3,123.0,0.11,3,Overcast,Cloudy,Warm,Calm,,Very Humid,Low,Evening,62.4,7.22,1.65,0,0,0,0,0,0,Spring,0,19,2020,4,2
W00562097,20190211,London,UK,Europe,Oceanic,51.51,-0.13,2019-02-11 16:00:00,8.5,47.3,5.3,41.5,8.5,6.9,2.0,64,0.0,0.0,0.0,0.0,1027.8,100,5.9,313,12.8,121.0,0.08,3,Overcast,Cloudy,Cold,Breeze,,Humid,Low,Afternoon,52.6,2.5,0.61,0,0,0,0,0,0,Winter,0,16,2019,2,1
W00976504,20260520,Jakarta,Indonesia,Asia,Tropical Rainforest,-6.21,106.85,2026-05-20 15:00:00,17.8,64.0,17.8,64.0,17.8,17.8,12.6,74,0.0,0.0,0.0,0.0,1008.6,94,5.7,84,9.9,767.5,1.54,80,Slight Showers,Showers,Cool,Breeze,,Very Humid,High,Afternoon,75.6,-7.65,-1.61,0,0,0,0,0,0,Autumn,0,15,2026,5,2
W00067614,20220918,New York,USA,North America,Humid Continental,40.71,-74.01,2022-09-18 05:00:00,17.5,63.5,18.2,64.8,17.5,17.5,16.5,94,0.0,0.0,0.0,0.0,1019.8,0,6.6,235,10.7,0.0,0.0,0,Clear Sky,Clear,Cool,Breeze,,Very Humid,Night,Night,64.2,-2.74,-0.63,0,0,0,0,0,0,Autumn,1,5,2022,9,3
W00748650,20200523,Berlin,Germany,Europe,Oceanic,52.52,13.4,2020-05-23 17:00:00,17.6,63.7,13.9,57.0,17.6,17.6,6.8,49,0.0,0.0,0.0,0.0,1019.0,100,12.3,272,23.9,162.0,0.2,3,Overcast,Cloudy,Cool,Moderate,,Comfortable,Low,Afternoon,83.6,2.85,0.53,0,0,0,0,0,0,Spring,1,17,2020,5,2
W00272221,20160119,Phoenix,USA,North America,Desert,33.45,-112.07,2016-01-19 12:00:00,15.6,60.1,13.4,56.1,15.6,15.6,3.3,44,0.0,0.0,0.0,0.0,1021.7,99,2.6,75,8.1,550.0,0.3,3,Overcast,Cloudy,Cool,Calm,,Comfortable,High,Afternoon,82.5,4.03,0.73,0,0,0,0,0,0,Winter,0,12,2016,1,1
W00639525,20171211,Paris,France,Europe,Oceanic,48.85,2.35,2017-12-11 20:00:00,2.8,37.0,-3.5,25.7,2.8,-2.8,0.1,82,0.0,0.0,0.0,0.0,983.2,93,18.2,323,35.1,0.0,0.02,3,Overcast,Cloudy,Cold,Moderate,,Very Humid,Night,Evening,20.3,-3.23,-0.78,0,0,0,0,0,0,Winter,0,20,2017,12,4
W00274481,20160422,Phoenix,USA,North America,Desert,33.45,-112.07,2016-04-22 16:00:00,35.7,96.3,32.5,90.5,32.9,35.7,-4.6,7,0.0,0.0,0.0,0.0,1007.0,23,6.0,231,19.0,712.0,0.61,1,Mainly Clear,Cloudy,Hot,Breeze,,Dry,High,Afternoon,52.9,12.28,1.95,0,0,0,0,0,0,Spring,0,16,2016,4,2
W00858183,20221120,Madrid,Spain,Europe,Mediterranean,40.42,-3.7,2022-11-20 14:00:00,14.2,57.6,11.7,53.1,14.2,14.2,8.1,67,0.0,0.0,0.0,0.0,1023.7,88,8.6,250,17.0,163.0,0.13,3,Overcast,Cloudy,Cool,Breeze,,Humid,Low,Afternoon,66.8,4.64,1.12,0,0,0,0,0,0,Autumn,1,14,2022,11,4
W00649239,20190120,Paris,France,Europe,Oceanic,48.85,2.35,2019-01-20 14:00:00,2.8,37.0,-1.0,30.2,2.8,-0.5,0.9,87,0.0,0.0,0.0,0.0,1015.2,100,7.8,13,14.3,110.0,0.04,3,Overcast,Cloudy,Cold,Breeze,,Very Humid,Low,Afternoon,23.0,-1.75,-0.41,0,0,0,0,0,0,Winter,1,14,2019,1,1
W00126226,20190526,Chicago,USA,North America,Humid Continental,41.88,-87.63,2019-05-26 09:00:00,14.2,57.6,13.9,57.0,14.2,14.2,12.9,92,0.1,0.1,0.0,0.0,1017.3,100,5.2,47,14.8,208.0,0.11,51,Light Drizzle,Drizzle,Cool,Breeze,Light,Very Humid,Moderate,Morning,56.0,-0.44,-0.07,0,0,0,0,0,0,Spring,1,9,2019,5,2
W00271878,20160105,Phoenix,USA,North America,Desert,33.45,-112.07,2016-01-05 05:00:00,10.7,51.3,9.2,48.6,10.7,10.7,8.4,86,0.2,0.2,0.0,0.0,1013.9,100,4.9,60,10.1,0.0,0.0,51,Light Drizzle,Drizzle,Cool,Calm,Light,Very Humid,Night,Night,48.6,-0.87,-0.16,0,0,0,0,0,0,Winter,0,5,2016,1,1
W00413928,20220319,Toronto,Canada,North America,Humid Continental,43.65,-79.38,2022-03-19 23:00:00,5.8,42.4,0.7,33.3,5.8,1.6,4.0,89,0.1,0.1,0.0,0.0,1004.9,100,15.3,252,26.4,0.0,0.01,51,Light Drizzle,Drizzle,Cold,Moderate,Light,Very Humid,Night,Evening,27.3,4.63,0.8,0,0,0,0,0,0,Spring,1,23,2022,3,1
W00600674,20230708,London,UK,Europe,Oceanic,51.51,-0.13,2023-07-08 01:00:00,19.8,67.6,18.8,65.8,19.8,19.8,13.0,65,0.0,0.0,0.0,0.0,1013.4,0,8.5,104,15.4,0.0,0.06,0,Clear Sky,Clear,Cool,Breeze,,Humid,Night,Night,84.6,1.26,0.3,0,0,0,0,0,0,Summer,1,1,2023,7,3
W00862320,20230511,Madrid,Spain,Europe,Mediterranean,40.42,-3.7,2023-05-11 23:00:00,16.3,61.3,11.8,53.2,16.3,16.3,-2.0,29,0.0,0.0,0.0,0.0,1016.7,0,9.1,40,17.2,0.0,0.12,0,Clear Sky,Clear,Cool,Breeze,,Dry,Night,Evening,81.4,-1.92,-0.32,0,0,0,0,0,0,Spring,0,23,2023,5,2
W00250561,20230801,Houston,USA,North America,Humid Subtropical,29.76,-95.37,2023-08-01 00:00:00,29.2,84.6,34.1,93.4,33.6,29.2,23.6,72,0.2,0.2,0.0,0.0,1016.5,100,4.2,122,18.1,0.0,0.03,51,Light Drizzle,Drizzle,Warm,Calm,Light,Very Humid,Night,Night,62.3,0.85,0.23,0,0,0,0,0,0,Summer,0,0,2023,8,3
W00168435,20240319,Chicago,USA,North America,Humid Continental,41.88,-87.63,2024-03-19 02:00:00,-2.2,28.0,-9.0,15.8,-2.2,-8.6,-9.4,58,0.0,0.0,0.0,0.0,1017.2,100,15.1,245,21.7,0.0,0.04,3,Overcast,Cloudy,Freezing,Moderate,,Humid,Night,Night,18.9,-5.47,-0.94,0,0,0,0,0,0,Spring,0,2,2024,3,1
W00513455,20230726,Mexico City,Mexico,North America,Subtropical Highland,19.43,-99.13,2023-07-26 22:00:00,15.0,59.0,15.2,59.4,15.0,15.0,12.5,85,0.6,0.6,0.0,0.0,1021.8,100,2.6,200,5.6,0.0,0.0,53,Moderate Drizzle,Drizzle,Cool,Calm,Light,Very Humid,Night,Evening,63.2,-2.23,-0.6,0,0,0,0,0,0,Summer,0,22,2023,7,3
W00420628,20221224,Toronto,Canada,North America,Humid Continental,43.65,-79.38,2022-12-24 03:00:00,-13.7,7.3,-23.9,-11.0,-13.7,-26.2,-19.8,60,0.0,0.0,0.0,0.0,994.0,100,27.3,233,52.6,0.0,0.02,3,Overcast,Cloudy,Freezing,Strong,,Humid,Night,Night,0.0,-14.25,-2.9,0,1,0,0,0,1,Winter,1,3,2022,12,4
W00549564,20170907,London,UK,Europe,Oceanic,51.51,-0.13,2017-09-07 11:00:00,17.3,63.1,15.2,59.4,17.3,17.3,11.1,67,0.0,0.0,0.0,0.0,1014.9,72,10.3,240,18.8,374.0,0.22,2,Partly Cloudy,Cloudy,Cool,Breeze,,Humid,Moderate,Morning,75.2,1.81,0.45,0,0,0,0,0,0,Autumn,0,11,2017,9,3
W00705776,20150703,Berlin,Germany,Europe,Oceanic,52.52,13.4,2015-07-03 07:00:00,19.8,67.6,18.6,65.5,19.8,19.8,12.5,63,0.0,0.0,0.0,0.0,1024.7,0,8.5,108,16.6,139.0,0.12,0,Clear Sky,Clear,Cool,Breeze,,Humid,Low,Morning,85.6,-0.36,-0.08,0,0,0,0,0,0,Summer,0,7,2015,7,3
W00511308,20230428,Mexico City,Mexico,North America,Subtropical Highland,19.43,-99.13,2023-04-28 11:00:00,23.8,74.8,23.3,73.9,23.8,23.8,-1.4,19,0.0,0.0,0.0,0.0,1013.5,22,2.1,311,10.7,909.0,0.63,1,Mainly Clear,Cloudy,Warm,Calm,,Dry,Intense,Morning,90.6,4.55,0.83,0,0,0,0,0,0,Spring,0,11,2023,4,2
W00832049,20191127,Madrid,Spain,Europe,Mediterranean,40.42,-3.7,2019-11-27 16:00:00,12.4,54.3,8.4,47.1,12.4,12.4,5.6,63,0.0,0.0,0.0,0.0,1012.5,49,12.2,227,21.5,184.0,0.14,1,Mainly Clear,Cloudy,Cool,Moderate,,Humid,Low,Afternoon,61.6,2.84,0.69,0,0,0,0,0,0,Autumn,0,16,2019,11,4
